text,category
Extruder gear pump drive motor drawing high amps and overheating on startup.,overheating
"Stacker crane traction motor thermal sensor open circuit, motor housing too hot to hold hand on.",overheating
"Main drive motor on conveyor 3 running hot at 85C, thermal trip engaged twice today.",overheating
"Hydraulic power unit #2 oil temp reaching 140F, cooler fan not kicking on.",overheating
Booster pump bearing housing smoking and radiating excessive heat under load.,overheating
"Extruder barrel zone 4 heater band stuck on, causing material degradation.",overheating
Gearbox on exhaust fan B emitting burning smell; oil level verified low.,overheating
Main air compressor stage 2 discharge air temp alarm active at 215F.,overheating
Chiller water loop pump motor drawing high amps and casing feels hot to the touch.,overheating
"Cooling tower fan V-belts slipping, causing fan speed drop and high motor temp.",overheating
Vacuum pump exhaust air temp exceeds OEM spec by 30 degrees F.,overheating
Overhead crane bridge motor thermal overload tripped after 10 mins of continuous use.,overheating
Centrifuge motor stator temp spike logged on HMI; shutdown initiated by operator.,overheating
Roller bearing on conveyor 12 tail pulley seized and throwing sparks.,overheating
"Submersible sump pump running dry due to stuck float, thermal cutoff failed.",overheating
Air handler unit supply fan motor bearing temp running at 92C.,overheating
"Rotary screw compressor oil separator temp high, service required immediately.",overheating
"Main line booster pump gland seal water flow restricted, stuffing box overheating.",overheating
Pelletizer cutter motor tripping on electronic thermal overload.,overheating
Agitator gearbox on mix tank 3 leaking synthetic oil and running extremely hot.,overheating
Extruder gear reducer lube oil temp alarm active; cooling water valve was closed.,overheating
Exhaust blower motor housing too hot to touch; clean filters and check alignment.,overheating
Hydraulic steering pump overheating due to internal bypass valve stuck open.,overheating
"Pneumatic transfer blower motor pulling 15% over FLA, fan guard packed with dust.",overheating
Wastewater scum pump running hot on thermal cycle; check impeller for ragging.,overheating
Drive roller bearing temp on packaging line 4 elevated at 78C.,overheating
Primary boiler feed pump motor rear bearing hot; grease fitting stripped.,overheating
Cooling fan for variable frequency drive faulting out on heatsink over temp.,overheating
Silo rotary valve motor gearbox seizing up from lack of lubrication.,overheating
High pressure wash pump thermal relief valve dumping hot water continuously.,overheating
"Motor casing temp reached 95C under full load, tripping thermal overload on conveyor 3 drive.",overheating
"Gearbox output shaft bearing smoking and running hot, immediate shutdown required.",overheating
Hydraulic power unit oil temp hitting 78C due to plugged cooler core.,overheating
"Exhaust fan motor winding temp alarm active, intake filters caked with dust.",overheating
"Extruder zone 4 barrel heater relay stuck closed, causing severe local overheating.",overheating
"Main air compressor discharge air temp sensor failing high, tripping high-temp safety switch at 110C.",overheating
"Centrifugal pump thrust bearing housing hot to touch, lube oil level low in sight glass.",overheating
Boiler feed pump motor pulling high amps and running hot after coupling realignment.,overheating
"Cooling tower fan gearbox oil temp over 85C, thermal breakdown noted in fluid sample.",overheating
"Pneumatic valve actuator solenoid body excessively hot, cycling continuously without pause.",overheating
Chiller refrigerant compressor head temp spiking during peak ambient load.,overheating
"Submersible sump pump stator winding insulation degraded from running dry, thermal cut-out tripped.",overheating
"Mixer agitator gearbox breather plugged, pressure buildup causing severe overheating of casing.",overheating
"Induction heater coil cooling water flow restricted by scale, unit shutting down on overtemp.",overheating
"Vacuum pump oil reservoir running at 90C, ambient room ventilation inadequate.",overheating
"Line 2 conveyor drive motor fan shroud missing, motor overheating and smelling of hot varnish.",overheating
"Hydraulic press oil cooler bypass valve stuck open, fluid temp at 82C.",overheating
"Exhaust blower bearing grease purged out, housing temp 105C with audible vibration.",overheating
"Diesel generator turbocharger housing glowing dull red, coolant circulation sluggish.",overheating
"Pasteurizer recirc pump seal flush water pressure lost, stuffing box running extremely hot.",overheating
"Pellet mill main drive motor thermal overload fault on startup, high bearing temps.",overheating
"Air handler supply fan belt slipping, pulley friction causing high shaft temp.",overheating
Injection molding machine hydraulic manifold block overheating near proportional valve.,overheating
"Sludge pump motor cooling fins packed with debris, running well above rated temp.",overheating
"Robotics controller cabinet internal temp at 50C, filter fan failure.",overheating
"Clinker cooler drive gearbox oil cooler fouled, high temp alarm active.",overheating
"Agitator motor bearing housing hot, excessive grease applied during last PM.",overheating
Wastewater submersible mixer thermal switch open due to overload and high basin temp.,overheating
Emergency fire pump diesel engine high coolant temp warning during weekly test.,overheating
"Main exhaust fan motor running hot to the touch, thermal overload tripped twice today.",overheating
"Hydraulic power unit #3 fluid temp reached 175°F, cooler core needs chemical flush.",overheating
Extruder gearbox oil temp alarm active; high speed shaft bearing showing early failure signs.,overheating
Chiller compressor #2 discharge temp high due to low refrigerant charge.,overheating
"Conveyor drive motor smoking under heavy load, amp draw is 15% above FLA.",overheating
Main air compressor oil reservoir overheating; thermal bypass valve stuck closed.,overheating
"Boiler feed pump #1 outboard bearing temp at 190°F, grease line is blocked.",overheating
Primary hydraulic press oil temp hit 160°F before manual shutdown.,overheating
Sludge pump motor thermal switch tripping after 20 mins of continuous run time.,overheating
Vacuum pump oil separator hot and emitting burning smell; intake filter clogged.,overheating
"Roller line drive motor fan shroud packed with dust, causing motor to overheat.",overheating
"Submersible sump pump running dry, housing extremely hot.",overheating
Plant air compressor stage 2 intercooler outlet temp reading 240°F.,overheating
Packaging line conveyor gearbox overheating; worm gear stripped.,overheating
Mixer motor thermal overload kicked out during high viscosity batch.,overheating
Hydraulic cylinder rod scoring causing rapid fluid heating in circuit B.,overheating
"Exhaust blower bearing temp up to 185°F, needs immediate grease purge.",overheating
Boiler draft fan motor bearing failure causing severe vibration and heat.,overheating
"Pneumatic actuator solenoid valve body hot, coil insulation degrading.",overheating
Rotary screw compressor thermal bypass valve failed; oil not passing through cooler.,overheating
Wastewater pump #4 motor winding temp alarm at 125C.,overheating
Chilled water loop circulating pump motor overheating due to restricted suction.,overheating
"Hot oil pump mechanical seal flush line plugged, seal face smoking.",overheating
Centrifugal blower motor overheating; phase imbalance measured at 4.2%.,overheating
Deaerator feed pump bearing housing temp spiked to 210°F within one hour.,overheating
Granulator mill motor tripping thermal overloads on startup.,overheating
Hydraulic power pack reservoir oil temp at 170°F; oil cooler fan motor dead.,overheating
"Exhaust fan motor housing running hot to touch, approx 85C at bearings.",overheating
"Hydraulic power unit #3 throwing high oil temp alarm at 145F, cooler core blocked with debris.",overheating
Main extruder gearbox overheating after 4 hours of continuous high-load run.,overheating
"Cooling fan blade missing on drive motor, causing rapid thermal cutout trips.",overheating
"Centrifugal pump #2 casing hot, checked alignment and found coupling severely misaligned.",overheating
"Conveyor drive pulley bearing grease is degraded, housing smoking under heavy load.",overheating
Chiller water loop pump motor drawing high amps and overheating on phase C.,overheating
"Hydraulic reservoir on press line 4 running hot, thermal valve stuck closed.",overheating
Exhaust blower motor tripped on overload; stator temp reached critical threshold.,overheating
Boiler feed pump #1 inboard bearing operating 40F above normal baseline.,overheating
"Extruder barrel zone 3 heater band stuck ON, causing localized thermal runaway.",overheating
Cooling tower fan gearbox oil temp gauge pegged in the red zone.,overheating
Submersible sump pump running dry and overheating before float switch engaged.,overheating
Vacuum pump oil turning dark and smoking due to restricted intake filter.,overheating
Mixer agitator gearbox seal leaking; unit running dry and extremely hot.,overheating
"Main line conveyor motor hot to touch, thermal overload relay needs replacement.",overheating
"Hydraulic press oil cooler fan not engaging, fluid temp climbing past 150F.",overheating
"Air compressor intercooler blocked with scale, causing high 3rd stage discharge temps.",overheating
Emergency generator coolant temp high during weekly load bank test.,overheating
Ventilation air handler motor bearings screaming and running hot; needs immediate grease.,overheating
Hydraulic fluid temp alarm on injection molding machine; heat exchanger fouled.,overheating
Chiller compressor head overheating due to low refrigerant charge and starved evaporator.,overheating
"Main drive motor for roller mill overheating, thermal overload tripped twice today.",overheating
"Hydraulic power pack oil temp at 160F, bypass valve stuck open.",overheating
Exhaust fan on paint booth motor seized from heat and lack of lubrication.,overheating
Boiler draft fan motor operating at 95C; ambient room temp is also too high.,overheating
"Rotary screw compressor oil separator failing, sending hot oil downstream and overheating unit.",overheating
"Main exhaust fan motor running hot to touch after 20 mins of operation, thermal overload tripped twice today.",overheating
High temp alarm triggered on extruder gearbox; oil cooler inlet line is restricted with scale buildup.,overheating
"Hydraulic power unit #3 fluid temp hit 165°F under normal load, reservoir cooling fan inop.",overheating
"Infeed conveyor drive motor smoking and smelling of burnt insulation, immediately locked out for safety.",overheating
"Compressor stage 2 discharge air temp reading 40F above normal threshold, suspected bypass valve leakage.",overheating
"Chilled water circulation pump outboard bearing housing running at 185F, needs grease and alignment check.",overheating
"Extruder barrel zone 4 heater band running uncontrolled, surface temp exceeded 500F before manual shutdown.",overheating
Severe galvanic corrosion observed on SS flange and carbon steel pipe spool near acid wash line.,corrosion
"Heavy rust and scale build-up inside 4-inch cooling water supply header, causing restricted flow to compressor 2.",corrosion
Pitting corrosion noted on the casing of boiler feed water pump 3 during routine PM inspection.,corrosion
"Exhaust fan 1 housing rusted through near the baseplate mounting bolts, creating excessive vibration.",corrosion
Heavy scaling and oxidation on cooling tower makeup water control valve actuator.,corrosion
Condensate return line pinhole leak due to internal corrosion near heat exchanger unit 5.,corrosion
Flange face corrosion on crude oil transfer pump suction line causing minor weeping.,corrosion
Heavy rust accumulation on conveyor belt 4 drive pulley bearings and mounting brackets.,corrosion
Corroded threads on fire water deluge valve main stem; valve failed manual exercise test.,corrosion
Severe oxidation on emergency diesel generator exhaust manifold thermal wrap brackets.,corrosion
Pitting and scaling on chiller unit 2 evaporator water box internal divider plate.,corrosion
Corrosion products bridging the electrical terminals inside the outdoor HVAC unit disconnect box.,corrosion
Rotary air compressor intercooler drain trap plugged with heavy rust scale and particulate.,corrosion
Heavy rust on roof-mounted exhaust fan 3 ductwork elbow requiring immediate patch.,corrosion
Galvanic corrosion between aluminum handrail and structural steel platform near tank farm.,corrosion
Severe pitting on agitator shaft seal flush lines for reactor vessel 1.,corrosion
Chilled water pump 2 baseplate severely degraded by rust; motor alignment compromised.,corrosion
Scale build-up restricting flow through sample cooler coil for steam drum 3.,corrosion
Corroded linkage on boiler 1 forced draft damper actuator causing erratic air control.,corrosion
Internal corrosion and thinning detected via UT testing on condensate storage tank nozzle N2.,corrosion
"Rust scaling inside electrical enclosure NEMA 4x latch mechanism, door jammed.",corrosion
"Pitted valve seat on high-pressure steam bypass valve, causing slight passing.",corrosion
Heavy rust on fire suppression system dry pipe riser check valve bonnet bolts.,corrosion
Corrosion on waste water sump pump 2 guide rails causing binding during lift operations.,corrosion
Scaling and corrosion on plate heat exchanger 1 titanium plates affecting thermal efficiency.,corrosion
Rust-jacketing on carbon steel piping beneath insulation near ammonia refrigeration unit.,corrosion
"Corroded grounding strap on exterior transformer pad, high resistance reading.",corrosion
Severe pitting corrosion on propeller blades of cooling tower fan cell 4.,corrosion
Scale build-up inside air compressor aftercooler causing high discharge temps.,corrosion
"Heavy rust on underground fuel oil fill port cap threads, unable to seal properly.",corrosion
Severe rust accumulation on the 4-inch discharge spool piece causing minor weeping at the flanged gasket.,corrosion
Cooling tower water pump #2 casing heavily pitted from galvanic action near the bronze impeller mating surface.,corrosion
"Flange bolts on main steam line manifold heavily scaled and seized, require hot-work cutting for removal.",corrosion
Exhaust fan housing on roof unit 4 has rusted completely through at the base mounting brackets.,corrosion
Instrument air dryer pre-filter drain valve jammed shut due to internal white rust and particulate scale build-up.,corrosion
Severe oxidation on battery bank rack tier 3; terminal connectors showing heavy green copper sulfate scale.,corrosion
"Rotary airlock valve rotor blades pitted and worn down from corrosive material handling, losing pneumatic seal.",corrosion
Condensate return line pinhole leak caused by internal wall thinning from carbonic acid corrosion near elbow joint.,corrosion
Fire suppression sprinkler main riser flange showing active red rust bleeding through red paint coating.,corrosion
Boiler feedwater pump suction strainer basket plugged with heavy iron oxide scale flaking off piping interior.,corrosion
Chilled water makeup line isolation valve stem pitted and leaking packing gland due to electrochemical attack.,corrosion
Severe atmospheric corrosion on outdoor electrical disconnect switch enclosure; latch mechanism frozen solid.,corrosion
Conveyor idler roller bearings seized up entirely due to salt-spray corrosion in the washdown bay.,corrosion
"Gearbox vent breather port plugged with iron scale, causing internal pressure buildup and shaft seal blowout.",corrosion
Pitting corrosion observed on the leading edge of ID fan rotor blades; balancing weights loose.,corrosion
Anchor bolts for compressor skids heavily corroded at concrete interface; torque integrity compromised.,corrosion
Galvanic corrosion evident between aluminum instrument housing and carbon steel mounting bracket on line 12.,corrosion
HVAC ductwork seam separation above cleanroom 2 caused by acidic vapor condensation and rust-out.,corrosion
Fuel oil day tank bottom plate showing heavy scale and pitting during internal inspection; patch required.,corrosion
"Emergency generator exhaust manifold flanged connection rusted through, leaking hot combustion gases.",corrosion
"Hydraulic power unit reservoir interior showing rust flaking off head plate, contaminating servo oil.",corrosion
Gate valve on raw water intake stuck open; stem threads stripped due to aggressive scale accumulation.,corrosion
Overhead crane bridge rail support brackets showing severe flaking rust and section loss.,corrosion
"Centrifugal blower casing interior encrusted with heavy chemical scale, reducing volumetric output.",corrosion
Pneumatic actuator cylinder body scored internally from moisture intrusion and rust pitting on the piston wall.,corrosion
Cooling water heat exchanger tubes plugged with calcium scale and iron oxide tubercles on the inlet side.,corrosion
"Potable water booster pump baseplate severely oxidized, causing motor-to-pump shaft misalignment.",corrosion
"Sump pit level float switch bracket rusted away, causing switch to hang horizontally and fail to trip.",corrosion
"Ammonia refrigeration piping insulation soaked with moisture, resulting in severe external pipe scaling.",corrosion
Exhaust stack guy wires rusted down to 50% strand diameter near anchor points; immediate replacement needed.,corrosion
"Severe scaling and rust build-up inside 4-inch cooling water supply header, reducing flow by 30%.",corrosion
Flange bolts on primary condensate return pump severely corroded; weeping minor amounts of water at 45 psi.,corrosion
Galvanic corrosion observed between the aluminum housing and stainless steel mounting bracket on Exhaust Fan 02.,corrosion
"Exhaust fan ductwork bottom panel has rusted through, creating a 3-inch hole and air leak.",corrosion
Heavy white scale accumulation inside heat exchanger tubes; thermal transfer efficiency dropping rapidly.,corrosion
Corrosion pitting on the impeller blades of Feedwater Pump B causing cavitation and high vibration.,corrosion
"Main gate valve stem heavily rusted, stuck half-open during emergency shutdown test.",corrosion
Pitted casing on chemical transfer pump 3; patch holding temporarily but needs immediate replacement.,corrosion
Severe rust scaling on structural I-beams supporting Conveyor Line 4 drive motor.,corrosion
"Condensate drain line completely blocked by iron oxide scale, causing AHU pan overflow.",corrosion
Corroded electrical conduit on rooftop chiller unit; wires exposed to moisture and weather.,corrosion
Surface rust and scaling on exterior of compressed air receiver tank; hydro test recommended.,corrosion
Flange gasket failure on fuel oil line due to heavy flange face corrosion.,corrosion
Corrosion buildup on cooling tower louvers restricting airflow to the intake plenums.,corrosion
Pitting corrosion on stainless steel mixing tank bottom plate near the drain valve.,corrosion
"Heavy rust on linkage arms of damper actuator, causing sticking in cold position.",corrosion
Boiler feedwater piping showing red rust at threaded joints; minor leaks developing.,corrosion
Scale deposits restricting water flow through induction furnace cooling coils.,corrosion
Severe galvanic reaction between copper pipe and steel hanger in basement utility corridor.,corrosion
Exterior corrosion on emergency diesel generator fuel tank vent pipe; cap rusted shut.,corrosion
Rotary airlock valve rotor blades worn down by abrasive iron scale buildup.,corrosion
"Chilled water pump baseplate completely rusted through, motor alignment drifting out of spec.",corrosion
Heavy surface scale on boiler blowdown valve body; requires descaling and wire brushing.,corrosion
Corrosion on limit switch brackets of automated sorting conveyor causing false fault signals.,corrosion
"Rust perforation on steam trap body, blowing live steam continuously.",corrosion
Internal scale build-up in RO system pre-filter housing causing high differential pressure.,corrosion
Corroded sprinkler pipe hanger in warehouse zone 3 needs immediate replacement.,corrosion
Drive coupling guard rusted to frame on conveyor 7; had to be cut off for maintenance access.,corrosion
"Severe rust on secondary containment sump pump float switch leads, intermittent operation.",corrosion
Pitted valve seat on steam isolation valve preventing tight shutoff during PM.,corrosion
Heavy scale build-up inside 4-inch cooling water supply line causing 30% flow restriction.,corrosion
"Flange bolts on primary boiler feed pump heavily oxidized and seized, requires torching for removal.",corrosion
Severe galvanic corrosion observed between stainless steel pipe spool and carbon steel structural support.,corrosion
Cooling tower fan motor housing suffering from advanced flaking rust and pitting.,corrosion
"Discharge valve body eroded by rust perforation, minor process leak detected at 45 psi.",corrosion
Conveyor idler roller bearings jammed due to rust intrusion in damp washdown bay.,corrosion
Severe pitting corrosion on internal impeller blades of effluent transfer pump #3.,corrosion
"Air compressor receiver tank bottom seam showing orange peel scaling, needs NDT thickness check.",corrosion
"Exhaust duct joints rusted through near scrubber outlet, causing fugitive vapor escape.",corrosion
Emergency diesel generator heat exchanger tubes fouled with heavy mineral scale and rust deposits.,corrosion
Severe oxidation on electrical grounding strap connecting main intake frame to earth rod.,corrosion
Pneumatic actuator cylinder body pitted and leaking air past seals due to internal moisture corrosion.,corrosion
Rotary airlock valve casing eroded by abrasive rust flakes from upstream cyclone separator.,corrosion
"Severe rust accumulation on overhead crane bridge rail, causing stuttering travel motion.",corrosion
Hydraulic power unit reservoir interior coated in rust scale; fluid contamination suspected.,corrosion
Fire sprinkler branch line pinhole leak caused by internal corrosion near elbow joint.,corrosion
Boiler feedwater economizer tubes experiencing accelerated external corrosion and scaling.,corrosion
"Main sewage lift station guide rails heavily corroded, threatening structural integrity of carriage.",corrosion
"Chilled water circulation pump baseplate rusted out completely, motor alignment currently out of spec.",corrosion
Heavy rust scale on diesel fuel storage tank vent pipe and flame arrestor screen.,corrosion
"Pitting corrosion evident on steam trap body threads, leaking high-pressure condensate.",corrosion
"Exhaust fan damper louvers rusted shut in open position, preventing proper building ventilation.",corrosion
Centrifugal blower housing interior pitted from acidic flue gas condensate exposure.,corrosion
"Corrosion products flaking off internal walls of process water tank, clogging downstream strainers.",corrosion
Severe rust bridging between stator windings and frame on wash-down duty conveyor motor.,corrosion
Solenoid valve manifold block heavily oxidized; bleed ports completely plugged with scale.,corrosion
"Gearbox breather vent corroded solid, leading to internal pressure build-up and shaft seal blowout.",corrosion
Structural support legs of ammonia refrigeration condenser severely rusted at concrete interface.,corrosion
Internal corrosion and scale build-up inside heat exchanger shell side restricting thermal transfer efficiency.,corrosion
Potable water booster pump suction manifold heavily corroded with reddish-brown tubercules.,corrosion
"Severe rust build-up on the discharge flange of North Water Pump #2, leaking approx 2 GPM.",corrosion
Galvanic corrosion evident where aluminum housing meets steel mounting bracket on Conveyor C-12 drive motor.,corrosion
Heavy scale accumulation inside 4-inch cooling water supply line causing restricted flow to Heat Exchanger HX-04.,corrosion
Pitting corrosion noted on the stainless steel impeller blades of Centrifugal Pump P-105 during routine overhaul.,corrosion
Flange bolts on Steam Header Valve V-203 are heavily rusted and seized; replacement required during next outage.,corrosion
"Corrosion products flaking off the interior walls of Air Receiver Tank TK-01, clogging downstream desiccant filters.",corrosion
Exhaust fan EF-03 mounting frame severely oxidized and structurally compromised near the roof curb.,corrosion
Heavy rust scale on Gearbox GB-08 casing; oil sight glass obscured and breather vent completely plugged.,corrosion
Pitting observed on Compressor #3 intercooler tubes resulting in minor pressure drop and moisture carryover.,corrosion
Corrosion on electrical conduit fitting near Ammonia Scrubber pump causing ground fault trip on Starter MCC-4.,corrosion
Emergency eyewash station supply pipe heavily rusted at the floor penetration; pipe wall thickness compromised.,corrosion
Rotary Airlock Valve RLV-02 rotor vanes eroded due to product moisture combined with galvanic corrosion.,corrosion
Cooling tower structural beam showing advanced surface scale and localized pitting near basin waterline.,corrosion
Boiler feedwater pump non-return valve stuck open due to mineral scale build-up on internal guide rails.,corrosion
Flange leakage on Acid Transfer Line V-50 due to gasket degradation accelerated by chemical corrosion.,corrosion
"Drive chain on Packaging Line Conveyor heavily corroded and stiff, causing jerky movement and product jams.",corrosion
Pitting on shaft sleeve of Boiler Circulating Pump #1 leading to premature mechanical seal failure.,corrosion
Rust accumulation jamming the linkage on Louver Actuator LA-09 for the main HVAC intake duct.,corrosion
Heavy scale build-up inside Plate Heat Exchanger PHE-02 plates; delta P across unit exceeds 15 psi limit.,corrosion
Corrosion spots perforating the bottom drain leg of Instrument Air Dryer vessel AD-01.,corrosion
Anchor bolts for Exhaust Blower EB-01 base severely rusted away; unit vibrating excessively during startup.,corrosion
Gate valve GV-11 stem threads stripped due to rust build-up in outdoor unheated valve pit.,corrosion
Severe galvanic reaction between copper grounding strap and galvanized steel conduit on Transformer T-3.,corrosion
Condenser water return line pipe wall thinned significantly by internal corrosion near elbow joint EL-14.,corrosion
"Rust scale fouling the magnetic pickup sensor on Sludge Pump #4, causing erratic RPM readings on PLC.",corrosion
"Corrosion on fire sprinkler main riser flange in basement storage area, slow weeping leak noted.",corrosion
Pitting corrosion discovered on agitator shaft of Batch Tank BT-02 during quarterly preventative maintenance.,corrosion
"Heavy oxidation on electrical disconnect switch enclosure for Chiller CH-01, door latch rusted shut.",corrosion
Severe galvanic corrosion observed on the stainless-steel mounting bolts of recirculation pump #2 flange.,corrosion
"Flange face on boiler feed water valve #3 pitted heavily from oxidation, causing minor gasket weep.",corrosion
"Exhaust fan housing severely rusted through near the baseplate, creating a vibration hazard and air leak.",corrosion
"Corrosion products flaking off internal walls of compressed air receiver tank, clogging downstream filter element.",corrosion
"Severe pitting on the impeller blades of cooling tower pump B, resulting in reduced discharge pressure.",corrosion
Conveyor roller bearings seized due to rust intrusion from washdown cycle exposure.,corrosion
Corrosion build-up locking manual isolation valve in the open position; cannot actuate for scheduled PM.,corrosion
Heavy rust scale on structural support legs of acid storage tank; requires scraping and recoating.,corrosion
Condensate return line pitted and leaking pinhole water spray near steam trap station 4.,corrosion
"Severe oxidation on electrical enclosure hinge and latch assembly, door hard to secure properly.",corrosion
Pitting corrosion on compressor intercooler tubes leading to localized air-to-water leakage.,corrosion
Heavy rust accumulation on fire sprinkler main header pipe near the loading dock ceiling.,corrosion
Glycol pump mechanical seal failed prematurely due to abrasive rust particles circulating in the fluid loop.,corrosion
"Corrosion bridging the clearance gap between the motor fan guard and housing, causing scraping noise.",corrosion
Severe rust scale inside HVAC air handling unit drain pan blocking the condensate trap outlet.,corrosion
Pitting on gear teeth of industrial mixer gearbox due to water contamination in the oil sump.,corrosion
Flange bolts on fuel oil transfer line heavily corroded; unable to apply proper torque during reassembly.,corrosion
Corrosion on exhaust stack guy wires showing strand thinning near anchor points.,corrosion
Heavy scaling on internal baffles of blowdown tank restricting routine sludge drainage.,corrosion
"Rust pitting on the shaft sleeve of boiler feed pump #1, accelerating packing wear and gland leakage.",corrosion
Corrosion on pneumatic actuator mounting bracket causing alignment shift on emergency shutoff valve.,corrosion
Heavy oxidation on exterior of ammonia refrigeration receiver vessel; requires immediate surface prep and paint.,corrosion
Pitting corrosion discovered on internal screw flight of sludge dewatering conveyor.,corrosion
Rust accumulation causing sticking linkage on main steam damper actuator assembly.,corrosion
Severe galvanic reaction between aluminum housing and steel mounting bracket on conveyor sensor #5.,corrosion
Corrosion crust bridging electrical ground strap connection to the main water chiller chassis.,corrosion
Pitting on emergency diesel generator raw water heat exchanger end bell requires weld repair.,corrosion
Heavy scale build-up inside steam sterilizer chamber drain lines causing slow cycle discharge.,corrosion
Corrosion-induced thinning on the bottom plate of the chemical day tank; urgent replacement needed.,corrosion
"Flange bolts on discharge valve V-204 heavily oxidized and stripped during routine PM, replacement required.",corrosion
"Pitting corrosion observed on the stainless steel impeller of boiler feed pump #3, vibration increasing.",corrosion
Severe rust accumulation on exterior housing of exhaust fan EF-12 near the chemical washdown area.,corrosion
Galvanic corrosion present where aluminum bracket meets steel structural frame on conveyor C-7 drive motor.,corrosion
"Condensate drain line completely blocked by iron oxide scale, overflowing onto MCC room floor.",corrosion
"Heavy rusting on access door hinges of air handling unit AHU-5, doors currently seized shut.",corrosion
Corrosion pitting on internal walls of chemical mix tank TK-101; non-destructive testing recommended.,corrosion
Pneumatic actuator air supply line ruptured due to internal rust flaking clogging the solenoid valve.,corrosion
"Severe galvanic reaction at brass-to-steel union on domestic hot water header, weeping minor droplets.",corrosion
Rusted out mounting feet on backup generator exhaust silencer causing dangerous vibration harmonics.,corrosion
Corrosion layer on electrical ground strap for compressor CM-2; cleaned and re-terminated.,corrosion
Scale build-up restricting movement of butterfly valve disc on cooling tower return line.,corrosion
"Shaft sleeve severely pitted from acid vapor exposure on metering pump MP-1, leaking seal flush water.",corrosion
"Heavy orange scaling inside closed-loop chilled water expansion tank sight glass, level unreadable.",corrosion
Corrosion perforated the sheet metal housing of outdoor lighting transformer T-4.,corrosion
Flange gasket failure on acid transfer line due to deep pitting on the mating metal face.,corrosion
"Rust-jacketing on structural I-beam supporting monorail hoist; integrity compromised, needs evaluation.",corrosion
Heavy oxidation on terminal strip inside outdoor junction box JB-14 causing intermittent sensor dropouts.,corrosion
"Severe rust scaling inside rotary airlock valve housing, causing rotor to bind against the casing.",corrosion
Pitting corrosion on turbine flow meter rotor blades causing erratic pulse output readings.,corrosion
Condenser tube sheet showing widespread galvanic corrosion and pitting near sacrificial anodes.,corrosion
"Excessive scale build-up inside steam trap ST-8 body, unit stuck in open position blowing live steam.",corrosion
Heavy corrosion on manual chain hoist gears; unit fails drop test and must be removed from service.,corrosion
Flange connection on caustic soda line leaking due to severe chemical corrosion on bolt threads.,corrosion
Rust accumulation jamming the gravity louver linkage on makeup air unit MAU-2.,corrosion
Pitting corrosion discovered on propeller blades of cooling tower fan #4 during monthly inspection.,corrosion
Stiff operation of sluice gate actuator caused by rust build-up on the lead screw threads.,corrosion
Heavy scale accumulation restricting drain port on oil-water separator vessel.,corrosion
"Severe corrosion on underground fire hydrant stem nut, valve cannot be fully exercised.",corrosion
"Severe pitting corrosion observed on 4-inch carbon steel discharge line near flange connection, wall thickness reduced by 40%.",corrosion
Heavy rust accumulation on feed water pump casing causing minor weeping at the mechanical seal gland.,corrosion
"Flange bolts on primary cooling water return valve heavily oxidized and seized, requires cutting torch for removal.",corrosion
Heavy scale build-up inside plate heat exchanger channels restricting flow and dropping differential pressure across unit.,corrosion
"Galvanic corrosion evident where copper instrumentation line contacts stainless steel manifold frame, minor pitting present.",corrosion
"Exhaust fan housing severely rusted through at baseplate mounts, causing excessive vibration and motor misalignment.",corrosion
Condensate return line pinhole leak due to internal scale corrosion and pitting near elbow joint.,corrosion
"Heavy oxidation on exterior of emergency generator fuel tank fill port, surrounding deck grating showing flaking rust.",corrosion
Conveyor idler roller bearings seized due to rust ingress from high-humidity washdown area.,corrosion
Cooling tower structural support beams showing advanced atmospheric corrosion and flaking scale near basin waterline.,corrosion
"Severe corrosion on actuator linkage for emergency shutdown valve, preventing full stroke movement during routine test.",corrosion
"Internal surfaces of air receiver tank heavily scaled with flash rust and moisture deposits, requires abrasive blasting.",corrosion
"Air compressor intercooler tubes choked with mineral scale and rust debris, discharging high temp air to line.",corrosion
"Rust accumulation locking manual isolation valve stem on fire water header; penetrating oil applied, still stuck.",corrosion
Pitting corrosion on stainless steel mixing tank agitator shaft just above liquid level interface.,corrosion
"Boiler feedwater pump baseplate severely degraded by rust and chemical splash, motor alignment shifting.",corrosion
"Heavy scale build-up inside domestic hot water booster heater tank, reducing thermal transfer efficiency.",corrosion
"Corrosion bridging terminal box studs on outdoor exhaust blower motor, causing intermittent ground fault trips.",corrosion
Gate valve body showing deep rust pitting and weeping through wall near bonnet flange.,corrosion
Severe galvanic corrosion between aluminum instrument enclosure and galvanized mounting bracket on roof rack.,corrosion
Chilled water pump discharge check valve flanged heavily rusted with active weeping at gasket face.,corrosion
Internal rust scale breaking loose in compressed air main and clogging point-of-use regulators.,corrosion
Exhaust stack guy wires showing heavy surface rust and fraying near anchor turnbuckles.,corrosion
"Severe atmospheric corrosion on outdoor electrical disconnect handle mechanism, padlock hasp rusted solid.",corrosion
"Gearbox breather port clogged with rust scale and moisture condensation, causing internal pressure build-up and seal leak.",corrosion
"Centrifugal blower impeller blades coated in heavy rust scale, throwing wheel out of dynamic balance.",corrosion
"Sump pump float switch linkage encrusted with iron bacteria scale and rust, hanging up in 'on' position.",corrosion
"Severe pitting on interior weld seams of chemical dosing mix tank, wall thickness compromised.",corrosion
