text,category,clean_text,label
Main line gear reducer output shaft seal weeping grease.,wear_and_tear,main line gear reducer output shaft seal weeping grease,7
"Boiler feedwater flow transmitter output erratic, dampening parameter needs check.",sensor_malfunction,boiler feedwater flow transmitter output erratic dampening parameter needs check,5
Exhaust fan unit #2 tripped main breaker; found phase imbalance and motor windings showing ground fault.,electrical_fault,exhaust fan unit 2 tripped main breaker found phase imbalance and motor windings showing ground fault,2
Deaerator level control valve hunting continuously due to bad analog output scale in PLC.,software_control_fault,deaerator level control valve hunting continuously due to bad analog output scale in plc,6
"Rotary kiln drive PLC losing analog input scaling, skewing RPM readouts by 20%.",software_control_fault,rotary kiln drive plc losing analog input scaling skewing rpm readouts by 20,6
Flange bolts on primary chemical feed pump heavily corroded; requires immediate replacement to prevent leaks.,corrosion,flange bolts on primary chemical feed pump heavily corroded requires immediate replacement to prevent leaks,1
Pallet wrapper turntable motor tripping thermal overload; high amp draw due to shorted winding turns.,electrical_fault,pallet wrapper turntable motor tripping thermal overload high amp draw due to shorted winding turns,2
"Weeping seal on boom extension cylinder, machine 12, top off daily.",hydraulic_leak,weeping seal on boom extension cylinder machine 12 top off daily,3
Heavy oxidation on emergency generator exhaust manifold flange bolts; shearing during torque check.,corrosion,heavy oxidation on emergency generator exhaust manifold flange bolts shearing during torque check,1
"Conveyor belt tail pulley bearing seized up, causing belt slippage and burning smell.",bearing_failure,conveyor belt tail pulley bearing seized up causing belt slippage and burning smell,0
Exterior corrosion on emergency diesel generator fuel tank vent pipe; cap rusted shut.,corrosion,exterior corrosion on emergency diesel generator fuel tank vent pipe cap rusted shut,1
Kiln drive chain stretched significantly; master link pin showing deep groove wear.,wear_and_tear,kiln drive chain stretched significantly master link pin showing deep groove wear,7
"Discharge pressure transmitter on boiler feed pump #2 dead, 4-20mA loop open.",sensor_malfunction,discharge pressure transmitter on boiler feed pump 2 dead 4-20ma loop open,5
"Booster pump suction pressure gauge reading negative during prime cycle, calibration drift suspected",sensor_malfunction,booster pump suction pressure gauge reading negative during prime cycle calibration drift suspected,5
"Rotary kiln drive trunnion bearing operating hot at 195F, check lube lines.",bearing_failure,rotary kiln drive trunnion bearing operating hot at 195f check lube lines,0
"Exhaust hood fan #1 blown main fuse; motor windings shorted to ground, preparing for rewind.",electrical_fault,exhaust hood fan 1 blown main fuse motor windings shorted to ground preparing for rewind,2
HMI touch panel unresponsive to inputs on washdown station 4.,software_control_fault,hmi touch panel unresponsive to inputs on washdown station 4,6
Pitting corrosion observed on the submerged portion of the sump pump casing in Pit B.,corrosion,pitting corrosion observed on the submerged portion of the sump pump casing in pit b,1
Diesel generator fuel lift pump diaphragm is cracked and weeping diesel.,wear_and_tear,diesel generator fuel lift pump diaphragm is cracked and weeping diesel,7
"Vacuum pump oil turning dark and smelling burnt, unit overheating after 2 hours.",overheating,vacuum pump oil turning dark and smelling burnt unit overheating after 2 hours,4
"Silo 3 top limit switch arm bent, no signal on up travel.",sensor_malfunction,silo 3 top limit switch arm bent no signal on up travel,5
"Heavy rust scale inside compressed air receiver tank bottom drain port, clogging auto-drain.",corrosion,heavy rust scale inside compressed air receiver tank bottom drain port clogging auto-drain,1
Galvanic reaction between aluminum mounting bracket and steel frame causing localized pitting.,corrosion,galvanic reaction between aluminum mounting bracket and steel frame causing localized pitting,1
"Screw conveyor flighting edge worn thin over last 4 feet, low output volume.",wear_and_tear,screw conveyor flighting edge worn thin over last 4 feet low output volume,7
Ventilation exhaust fan motor thermal overload tripped; low voltage on phase A causing motor to drag.,electrical_fault,ventilation exhaust fan motor thermal overload tripped low voltage on phase a causing motor to drag,2
"Rotary airlock feeder tip seals worn, blowing product back into intake chute.",wear_and_tear,rotary airlock feeder tip seals worn blowing product back into intake chute,7
Wasterwater lift station level float switch stuck in high position due to grease buildup.,sensor_malfunction,wasterwater lift station level float switch stuck in high position due to grease buildup,5
Severe oxidation on emergency diesel generator exhaust manifold thermal wrap brackets.,corrosion,severe oxidation on emergency diesel generator exhaust manifold thermal wrap brackets,1
Accumulated rust scale blocking strainer basket on suction side of booster pump.,corrosion,accumulated rust scale blocking strainer basket on suction side of booster pump,1
Centrifuge feed pump flow rate calculation logic outputting NaN to SCADA.,software_control_fault,centrifuge feed pump flow rate calculation logic outputting nan to scada,6
Corroded hardline pinhole leak on CNC turret lathe hydraulic clamping unit.,hydraulic_leak,corroded hardline pinhole leak on cnc turret lathe hydraulic clamping unit,3
Robot arm controller threw a severe safety circuit fault during palletizing cycle.,software_control_fault,robot arm controller threw a severe safety circuit fault during palletizing cycle,6
Air compressor load solenoid position switch not making contact.,sensor_malfunction,air compressor load solenoid position switch not making contact,5
"Exhaust fan 2 vibration sensor intermittent high spikes, suspect loose BNC cable.",sensor_malfunction,exhaust fan 2 vibration sensor intermittent high spikes suspect loose bnc cable,5
Palletizer indexer servo motor throwing over-temp faults during rapid cycling.,overheating,palletizer indexer servo motor throwing over-temp faults during rapid cycling,4
"Air compressor #3 high stage discharge temp alarm active, intercooler needs descaling.",overheating,air compressor 3 high stage discharge temp alarm active intercooler needs descaling,4
Cooling tower fan blade assembly showing signs of pitting along the leading edges.,corrosion,cooling tower fan blade assembly showing signs of pitting along the leading edges,1
"Main line exhaust fan bearing housing hot to touch, thermal gun reads 180F.",bearing_failure,main line exhaust fan bearing housing hot to touch thermal gun reads 180f,0
Feed water pump mechanical seal leaking ~2 GPM; scoring evident on shaft sleeve from prolonged operation.,wear_and_tear,feed water pump mechanical seal leaking 2 gpm scoring evident on shaft sleeve from prolonged operation,7
"Reactor agitator drive upper sleeve bearing wiping babbit material, shutdown req.",bearing_failure,reactor agitator drive upper sleeve bearing wiping babbit material shutdown req,0
Paint booth make-up air unit burner housing overheating past safety limit switch.,overheating,paint booth make-up air unit burner housing overheating past safety limit switch,4
"Rotary air compressor stage 2 shaft bushing is completely wallowed out, resulting in excessive rotor play.",wear_and_tear,rotary air compressor stage 2 shaft bushing is completely wallowed out resulting in excessive rotor play,7
Flange leakage due to severe gasket face corrosion on high-pressure steam trap station.,corrosion,flange leakage due to severe gasket face corrosion on high-pressure steam trap station,1
"Infeed conveyor drive motor smoking and smelling of burnt insulation, immediately locked out for safety.",overheating,infeed conveyor drive motor smoking and smelling of burnt insulation immediately locked out for safety,4
"Dust collector rotary valve flexible tips worn down, air blow-by.",wear_and_tear,dust collector rotary valve flexible tips worn down air blow-by,7
Scale build-up inside air compressor aftercooler causing high discharge temps.,corrosion,scale build-up inside air compressor aftercooler causing high discharge temps,1
"Robotics controller cabinet internal temp at 50C, filter fan failure.",overheating,robotics controller cabinet internal temp at 50c filter fan failure,4
Internal pipe scale restricting suction line pressure on air compressor #2.,corrosion,internal pipe scale restricting suction line pressure on air compressor 2,1
"VT-04 accelerometer on shredder gearbox loose on mounting stud, generating false spike data.",sensor_malfunction,vt-04 accelerometer on shredder gearbox loose on mounting stud generating false spike data,5
Cooling tower fan 2 vibration trip logic masked in software; investigating configuration change.,software_control_fault,cooling tower fan 2 vibration trip logic masked in software investigating configuration change,6
"Compressor stage 2 interstage pressure sensor showing negative psi, probable blown element.",sensor_malfunction,compressor stage 2 interstage pressure sensor showing negative psi probable blown element,5
Cooling fan on 50HP extrusion motor dead; thermal overload tripped after 20 mins of continuous operation.,electrical_fault,cooling fan on 50hp extrusion motor dead thermal overload tripped after 20 mins of continuous operation,2
"Main exhaust fan V-belts stretched and loose, causing belt squeal on startup.",wear_and_tear,main exhaust fan v-belts stretched and loose causing belt squeal on startup,7
"Main air compressor oil temp alarm active, intercooler partially blocked with scale.",overheating,main air compressor oil temp alarm active intercooler partially blocked with scale,4
Air handler unit #4 belt tensioner pulley bearing squealing.,wear_and_tear,air handler unit 4 belt tensioner pulley bearing squealing,7
Cooling water booster pump bearing seized during shift change.,bearing_failure,cooling water booster pump bearing seized during shift change,0
"ID fan #4 inboard roller bearing temperature climbing rapidly under load, currently at 210F.",bearing_failure,id fan 4 inboard roller bearing temperature climbing rapidly under load currently at 210f,0
"Exhaust blower motor windings shorted to housing, tripping ground fault protection.",electrical_fault,exhaust blower motor windings shorted to housing tripping ground fault protection,2
"Generator enclosure cooling fan motor bearings are noisy, high vibration signature.",wear_and_tear,generator enclosure cooling fan motor bearings are noisy high vibration signature,7
Overhead crane bridge motor tripped breaker; found burnt wiring harness inside the pendant control station.,electrical_fault,overhead crane bridge motor tripped breaker found burnt wiring harness inside the pendant control station,2
Flange gasket failure caused by heavy flange face corrosion on acid transfer line.,corrosion,flange gasket failure caused by heavy flange face corrosion on acid transfer line,1
Seep observed at the flange gasket of the main hydraulic manifold block.,hydraulic_leak,seep observed at the flange gasket of the main hydraulic manifold block,3
HVAC air handler unit controller lost IP address configuration on network switch.,software_control_fault,hvac air handler unit controller lost ip address configuration on network switch,6
"Exhaust fan motor winding temp alarm active, intake filters caked with dust.",overheating,exhaust fan motor winding temp alarm active intake filters caked with dust,4
Palletizer lift mast guide rollers flat-spotted and binding in the track.,wear_and_tear,palletizer lift mast guide rollers flat-spotted and binding in the track,7
Boiler 2 pressure transmitter scaling factor corrupted in PLC registers.,software_control_fault,boiler 2 pressure transmitter scaling factor corrupted in plc registers,6
Surface rust and scaling on exterior of compressed air receiver tank; hydro test recommended.,corrosion,surface rust and scaling on exterior of compressed air receiver tank hydro test recommended,1
Line 5 palletizer conveyor snub pulley bearing seized and shredded the belt.,bearing_failure,line 5 palletizer conveyor snub pulley bearing seized and shredded the belt,0
Conveyor belt drive gearbox thermal alarm tripped; oil level is low and sight glass is black.,overheating,conveyor belt drive gearbox thermal alarm tripped oil level is low and sight glass is black,4
"Centrifuge bowl main bearing vibrating past 0.7 ips threshold, shutting down.",bearing_failure,centrifuge bowl main bearing vibrating past 0 7 ips threshold shutting down,0
"Submersible sump pump ran dry due to float switch failure, thermal switch shut it down.",overheating,submersible sump pump ran dry due to float switch failure thermal switch shut it down,4
"Baghouse dust collector timer board firmware corrupted, continuous pulse cleaning stuck ON.",software_control_fault,baghouse dust collector timer board firmware corrupted continuous pulse cleaning stuck on,6
Primary crusher drive gearbox intermediate shaft bearing showing high vibration levels.,bearing_failure,primary crusher drive gearbox intermediate shaft bearing showing high vibration levels,0
"Internal surfaces of air receiver tank heavily scaled with flash rust and moisture deposits, requires abrasive blasting.",corrosion,internal surfaces of air receiver tank heavily scaled with flash rust and moisture deposits requires abrasive blasting,1
"Insulation breakdown detected on 480V supply cable to chiller compressor 2, megger test showed zero ohms to ground.",electrical_fault,insulation breakdown detected on 480v supply cable to chiller compressor 2 megger test showed zero ohms to ground,2
"Deaerator tank pressure transmitter frozen at 12 psi, diaphragm ruptured.",sensor_malfunction,deaerator tank pressure transmitter frozen at 12 psi diaphragm ruptured,5
Boiler draft fan motor bearing failure causing severe vibration and heat.,overheating,boiler draft fan motor bearing failure causing severe vibration and heat,4
"Exhaust fan #2 V-belt stretched and slipping, causing low airflow alarm.",wear_and_tear,exhaust fan 2 v-belt stretched and slipping causing low airflow alarm,7
"Minor seepage around the banjo bolt on the steering orbitrol valve, tightening required.",hydraulic_leak,minor seepage around the banjo bolt on the steering orbitrol valve tightening required,3
Modbus timeout error between temperature controller and PLC rack 1.,software_control_fault,modbus timeout error between temperature controller and plc rack 1,6
"Bucket elevator belt splice pulling apart, fasteners wearing through old webbing.",wear_and_tear,bucket elevator belt splice pulling apart fasteners wearing through old webbing,7
"Chilled water pump brass bushings scored and excessively sloppy, causing shaft misalignment.",wear_and_tear,chilled water pump brass bushings scored and excessively sloppy causing shaft misalignment,7
"FT-205 waste water discharge magmeter electrode fouled with grease, empty pipe alarm active.",sensor_malfunction,ft-205 waste water discharge magmeter electrode fouled with grease empty pipe alarm active,5
"Compressor stage 2 discharge air temp reading 40F above normal threshold, suspected bypass valve leakage.",overheating,compressor stage 2 discharge air temp reading 40f above normal threshold suspected bypass valve leakage,4
Boiler steam drum level transmitter drifting; level indication does not match sight glass.,sensor_malfunction,boiler steam drum level transmitter drifting level indication does not match sight glass,5
Air compressor main screw bearing showing elevated vibration levels on the CMS dashboard.,bearing_failure,air compressor main screw bearing showing elevated vibration levels on the cms dashboard,0
"Mixer agitator shaft bushing worn out of round, causing side-to-side whip.",wear_and_tear,mixer agitator shaft bushing worn out of round causing side-to-side whip,7
"Slight moisture around pressure gauge snubber fitting, monitor during daily checks.",hydraulic_leak,slight moisture around pressure gauge snubber fitting monitor during daily checks,3
Raw material feed screw drive motor overheating under heavy particle load.,overheating,raw material feed screw drive motor overheating under heavy particle load,4
"Conveyor belt 3 speed sensor losing signal at high RPM, intermittent tracking faults.",sensor_malfunction,conveyor belt 3 speed sensor losing signal at high rpm intermittent tracking faults,5
"Wastewater lift pump 3 auto-alternate logic failed, requiring manual toggle.",software_control_fault,wastewater lift pump 3 auto-alternate logic failed requiring manual toggle,6
Chilled water makeup line isolation valve stem pitted and leaking packing gland due to electrochemical attack.,corrosion,chilled water makeup line isolation valve stem pitted and leaking packing gland due to electrochemical attack,1
"Wastewater mixer gearbox output bearing failed, shaft has excessive play.",bearing_failure,wastewater mixer gearbox output bearing failed shaft has excessive play,0
"Water treatment chemical dosing pump motor fused phases, internal winding burnout.",electrical_fault,water treatment chemical dosing pump motor fused phases internal winding burnout,2
"Chilled water pump #3 motor humming but not rotating, single-phasing due to dropped leg.",electrical_fault,chilled water pump 3 motor humming but not rotating single-phasing due to dropped leg,2
"Exhaust fan #3 motor winding failure; smelled burning insulation, megger test showed short to ground on phase A.",electrical_fault,exhaust fan 3 motor winding failure smelled burning insulation megger test showed short to ground on phase a,2
"Chilled water pump motor failed to start, tripped breaker, internal winding short confirmed.",electrical_fault,chilled water pump motor failed to start tripped breaker internal winding short confirmed,2
Main plant transformer secondary side showing phase loss; suspected blown HRC fuse in primary isolator.,electrical_fault,main plant transformer secondary side showing phase loss suspected blown hrc fuse in primary isolator,2
"Dust collector DP gauge tubing plugged, differential pressure reading zero.",sensor_malfunction,dust collector dp gauge tubing plugged differential pressure reading zero,5
"Packaging machine main PLC memory corruption, reload required.",software_control_fault,packaging machine main plc memory corruption reload required,6
Air compressor motor thermal overload relay keeps dropping out after 10 mins runtime.,electrical_fault,air compressor motor thermal overload relay keeps dropping out after 10 mins runtime,2
Rotary airlock motor wiring burnt at terminal box due to loose connection arc.,electrical_fault,rotary airlock motor wiring burnt at terminal box due to loose connection arc,2
HMI alarm banner flooded with ghost warnings from decommissioned heat exchanger.,software_control_fault,hmi alarm banner flooded with ghost warnings from decommissioned heat exchanger,6
Minor seepage around the suction strainer flange on hydraulic power unit HPU-04.,hydraulic_leak,minor seepage around the suction strainer flange on hydraulic power unit hpu-04,3
Clinker cooler drag chain drive shaft pillow block bearing has cracked housing and seized rollers.,bearing_failure,clinker cooler drag chain drive shaft pillow block bearing has cracked housing and seized rollers,0
"Exhaust fan motor winding shorted to ground, smelling of burnt varnish.",electrical_fault,exhaust fan motor winding shorted to ground smelling of burnt varnish,2
Pneumatic actuator air supply line ruptured due to internal rust flaking clogging the solenoid valve.,corrosion,pneumatic actuator air supply line ruptured due to internal rust flaking clogging the solenoid valve,1
"Slitter knife motor thermal trip; gearbox lubrication is degraded, needs immediate flush and fill.",overheating,slitter knife motor thermal trip gearbox lubrication is degraded needs immediate flush and fill,4
"Conveyor belt speed sensor faulted, causing frequent VSD drive faults.",sensor_malfunction,conveyor belt speed sensor faulted causing frequent vsd drive faults,5
Paint booth exhaust blower motor bearing failure causing high vibration and rapid heat buildup.,overheating,paint booth exhaust blower motor bearing failure causing high vibration and rapid heat buildup,4
Intermittent communication loss on chiller unit due to frayed control wiring in conduit.,electrical_fault,intermittent communication loss on chiller unit due to frayed control wiring in conduit,2
Mixer tank agitator upper bearing rattling loudly at 1200 RPM.,bearing_failure,mixer tank agitator upper bearing rattling loudly at 1200 rpm,0
Exhaust duct flexible connection canvas rotting and tearing at the flange clamps.,wear_and_tear,exhaust duct flexible connection canvas rotting and tearing at the flange clamps,7
"Heavy oxidation on electrical disconnect switch enclosure for Chiller CH-01, door latch rusted shut.",corrosion,heavy oxidation on electrical disconnect switch enclosure for chiller ch-01 door latch rusted shut,1
Crushed crush washer on banjo fitting of steering assist cylinder.,hydraulic_leak,crushed crush washer on banjo fitting of steering assist cylinder,3
HVAC air handler unit 4 supply fan bearing rumble getting louder during startup sequence.,bearing_failure,hvac air handler unit 4 supply fan bearing rumble getting louder during startup sequence,0
Corrosion buildup inside pneumatic solenoid valve exhaust port causing sluggish actuator response.,corrosion,corrosion buildup inside pneumatic solenoid valve exhaust port causing sluggish actuator response,1
"Belt feeder tail bearing seized and smoking, sheared retaining bolts.",bearing_failure,belt feeder tail bearing seized and smoking sheared retaining bolts,0
"Compressor 2 PLC lost its IP address configuration after a momentary power glitch, re-flashed config.",software_control_fault,compressor 2 plc lost its ip address configuration after a momentary power glitch re-flashed config,6
"Reactor agitator lower steady bearing worn, loud metal-on-metal screech.",wear_and_tear,reactor agitator lower steady bearing worn loud metal-on-metal screech,7
Hydraulic power unit #3 showing fluid temp alarms at 165F; cooler core appears heavily fouled with dust.,overheating,hydraulic power unit 3 showing fluid temp alarms at 165f cooler core appears heavily fouled with dust,4
Main breaker on air compressor 3 tripped; found severe phase imbalance on L2.,electrical_fault,main breaker on air compressor 3 tripped found severe phase imbalance on l2,2
Screw compressor air-oil separator housing gasket flattened and leaking.,wear_and_tear,screw compressor air-oil separator housing gasket flattened and leaking,7
"Booster pump vibration probe loose on mounting stud, giving false high readings.",sensor_malfunction,booster pump vibration probe loose on mounting stud giving false high readings,5
"Air handler belt-drive blower bearing failure, loud howling sound",bearing_failure,air handler belt-drive blower bearing failure loud howling sound,0
Primary hydraulic press oil temp hit 160°F before manual shutdown.,overheating,primary hydraulic press oil temp hit 160 f before manual shutdown,4
"Cooling tower fan gearbox output shaft seal weeping oil, top up daily until overhaul.",wear_and_tear,cooling tower fan gearbox output shaft seal weeping oil top up daily until overhaul,7
"Pelletizer cutter motor overheating after 20 mins run time, check bearings.",overheating,pelletizer cutter motor overheating after 20 mins run time check bearings,4
"Main pump shaft seal leaking past drain port, high fluid loss observed.",hydraulic_leak,main pump shaft seal leaking past drain port high fluid loss observed,3
"Chilled water pump wear rings clearance exceeded, motor drawing high amps.",wear_and_tear,chilled water pump wear rings clearance exceeded motor drawing high amps,7
"RO-204 pressure sensor reading zero on main hydraulic line, confirmed gauge on skid shows 2500 psi.",sensor_malfunction,ro-204 pressure sensor reading zero on main hydraulic line confirmed gauge on skid shows 2500 psi,5
Generator room ventilation louver actuator ball joints rusted and binding up.,wear_and_tear,generator room ventilation louver actuator ball joints rusted and binding up,7
"Cooling tower fan gearbox coupling rubber spider completely disintegrated, urgent fix.",wear_and_tear,cooling tower fan gearbox coupling rubber spider completely disintegrated urgent fix,7
"Leaking flange gasket on main hydraulic pump suction side, drawing air into system.",hydraulic_leak,leaking flange gasket on main hydraulic pump suction side drawing air into system,3
"Insulation breakdown on mixing tank agitator motor leads, re-taped and heat-shrunk splices.",electrical_fault,insulation breakdown on mixing tank agitator motor leads re-taped and heat-shrunk splices,2
Sludge press drive gearbox high-speed shaft bearing failed and seized.,bearing_failure,sludge press drive gearbox high-speed shaft bearing failed and seized,0
"Main line booster pump gland seal water flow restricted, stuffing box overheating.",overheating,main line booster pump gland seal water flow restricted stuffing box overheating,4
"Chiller unit 3 control panel dead, found primary 5A fuse blown due to shorted control transformer.",electrical_fault,chiller unit 3 control panel dead found primary 5a fuse blown due to shorted control transformer,2
Cylinder trunnion pin seal leaking on tilt mechanism.,hydraulic_leak,cylinder trunnion pin seal leaking on tilt mechanism,3
Phase imbalance causing main breaker to trip on 50HP exhaust blower motor.,electrical_fault,phase imbalance causing main breaker to trip on 50hp exhaust blower motor,2
O-ring failure on the servo valve manifold of conveyor line B actuator.,hydraulic_leak,o-ring failure on the servo valve manifold of conveyor line b actuator,3
"Hydraulic press main ram position LVDT out of calibration, off by 3.5mm at bottom dead center.",sensor_malfunction,hydraulic press main ram position lvdt out of calibration off by 3 5mm at bottom dead center,5
SCADA tag mapping error showing false high-temp alarm on hydraulic press 3.,software_control_fault,scada tag mapping error showing false high-temp alarm on hydraulic press 3,6
Surface rust on structural cross-members of jib crane JC-02 following roof leak over the winter months.,corrosion,surface rust on structural cross-members of jib crane jc-02 following roof leak over the winter months,1
"Corroded electrical conduit fittings on outdoor chiller unit CH-03, moisture ingress detected in control panel.",corrosion,corroded electrical conduit fittings on outdoor chiller unit ch-03 moisture ingress detected in control panel,1
Stamping press tonnage monitor load cell channels 1 and 2 out of balance.,sensor_malfunction,stamping press tonnage monitor load cell channels 1 and 2 out of balance,5
"PUMP 4 MAIN SEAL BLOWN, MAJOR LOSS OF FLUID AND PRESSURE DROP.",hydraulic_leak,pump 4 main seal blown major loss of fluid and pressure drop,3
Conveyor transfer table stuck in forward position due to lost proxy sensor input bit.,software_control_fault,conveyor transfer table stuck in forward position due to lost proxy sensor input bit,6
Line 1 reject gate pneumatic cylinder magnetic reed switch broken.,sensor_malfunction,line 1 reject gate pneumatic cylinder magnetic reed switch broken,5
"Exhaust Fan 3 motor tripping thermal overload, found high resistance on phase C connection.",electrical_fault,exhaust fan 3 motor tripping thermal overload found high resistance on phase c connection,2
"RO skid permeate conductivity sensor reading out of scale high, zeroing out doesn't fix.",sensor_malfunction,ro skid permeate conductivity sensor reading out of scale high zeroing out doesn t fix,5
"Water treatment plant pH probe reading erratic, needs calibration and cleaning.",sensor_malfunction,water treatment plant ph probe reading erratic needs calibration and cleaning,5
"Chiller unit 2 PLC battery low fault triggered, memory loss risk on next power cycle.",software_control_fault,chiller unit 2 plc battery low fault triggered memory loss risk on next power cycle,6
Heavy weeping around hydraulic motor shaft seal on drive roller conveyor #7.,hydraulic_leak,heavy weeping around hydraulic motor shaft seal on drive roller conveyor 7,3
"Air dryer regeneration heater relay stuck on, outlet air temp dangerously high.",overheating,air dryer regeneration heater relay stuck on outlet air temp dangerously high,4
"Deaerator feed pump bearing getting hot, coupling guard rubbing against the rotating shaft.",overheating,deaerator feed pump bearing getting hot coupling guard rubbing against the rotating shaft,4
"Elevator cable guide blocks worn down to mounting bolts, causing scraping sound.",wear_and_tear,elevator cable guide blocks worn down to mounting bolts causing scraping sound,7
"Hydraulic press PLC memory battery failed, resulting in a complete loss of the custom recipe parameters.",software_control_fault,hydraulic press plc memory battery failed resulting in a complete loss of the custom recipe parameters,6
Booster pump 2 discharge flow transmitter reading negative gallons per minute.,sensor_malfunction,booster pump 2 discharge flow transmitter reading negative gallons per minute,5
"Critical failure on exhaust scrubber fan; stator windings shorted out completely, motor smoking upon startup.",electrical_fault,critical failure on exhaust scrubber fan stator windings shorted out completely motor smoking upon startup,2
Pallet wrapper turntable PLC input card showing ghost signals on limit switch address I:2/4.,software_control_fault,pallet wrapper turntable plc input card showing ghost signals on limit switch address i 2 4,6
"Scale and rust clogging the spray nozzles on scrubber unit SC-1, leading to high pressure drop.",corrosion,scale and rust clogging the spray nozzles on scrubber unit sc-1 leading to high pressure drop,1
Conveyor belt drive motor experiencing intermittent grounding issues due to frayed power cable near tensioner.,electrical_fault,conveyor belt drive motor experiencing intermittent grounding issues due to frayed power cable near tensioner,2
Cooling water heat exchanger tubes plugged with calcium scale and iron oxide tubercles on the inlet side.,corrosion,cooling water heat exchanger tubes plugged with calcium scale and iron oxide tubercles on the inlet side,1
Screw conveyor #2 speed switch failing to close contact during startup sequence.,sensor_malfunction,screw conveyor 2 speed switch failing to close contact during startup sequence,5
Galvanic reaction between aluminum housing and steel mounting bolts on rooftop HVAC exhaust fan.,corrosion,galvanic reaction between aluminum housing and steel mounting bolts on rooftop hvac exhaust fan,1
"Tripped thermal overload on wastewater pump 2; manual reset successful, monitoring amp draw.",electrical_fault,tripped thermal overload on wastewater pump 2 manual reset successful monitoring amp draw,2
"AHU-2 supply fan pillow block bearing completely seized, unit tripped on thermal overload.",bearing_failure,ahu-2 supply fan pillow block bearing completely seized unit tripped on thermal overload,0
"Chiller compressor motor showing high resistance to ground on phase B, insulation failing.",electrical_fault,chiller compressor motor showing high resistance to ground on phase b insulation failing,2
"Shredder motor main breaker trips under heavy load; checked amp draw, phase A running 15% high.",electrical_fault,shredder motor main breaker trips under heavy load checked amp draw phase a running 15 high,2
"Emergency generator fuel tank level sensor stuck at empty, float is hung up on internal baffle",sensor_malfunction,emergency generator fuel tank level sensor stuck at empty float is hung up on internal baffle,5
High vibration detected on exhaust fan motor inboard bearing,bearing_failure,high vibration detected on exhaust fan motor inboard bearing,0
Heavy leak from proportional valve subplate seal on palletizer.,hydraulic_leak,heavy leak from proportional valve subplate seal on palletizer,3
"Chiller compressor 2 safety interlock bypassed in PLC logic, urgent fix required.",software_control_fault,chiller compressor 2 safety interlock bypassed in plc logic urgent fix required,6
Palletizer motor smoking and smelling like burnt insulation during heavy cycle times.,overheating,palletizer motor smoking and smelling like burnt insulation during heavy cycle times,4
Salt water intake pump shaft sleeve is deeply grooved where the packing rides.,wear_and_tear,salt water intake pump shaft sleeve is deeply grooved where the packing rides,7
"Rotary packer 2 firmware crash mid-cycle, required hard reboot of the central controller.",software_control_fault,rotary packer 2 firmware crash mid-cycle required hard reboot of the central controller,6
Minor leak at pressure gauge snubber connection on HPU main line.,hydraulic_leak,minor leak at pressure gauge snubber connection on hpu main line,3
Bottom drain plug stripped and leaking hydraulic fluid on compressor package 2.,hydraulic_leak,bottom drain plug stripped and leaking hydraulic fluid on compressor package 2,3
"Centrifuge spindle bearings noisy at high RPM, grease showing heavy particulate contamination.",wear_and_tear,centrifuge spindle bearings noisy at high rpm grease showing heavy particulate contamination,7
Pinched O-ring on quick-disconnect coupling of mobile hydraulic cart #1.,hydraulic_leak,pinched o-ring on quick-disconnect coupling of mobile hydraulic cart 1,3
"Vacuum pump exhaust air temp exceeding safe limits, oil mist separator saturated.",overheating,vacuum pump exhaust air temp exceeding safe limits oil mist separator saturated,4
"Conveyor line 5 photoeye inputs reading inverted in PLC register, causing jams.",software_control_fault,conveyor line 5 photoeye inputs reading inverted in plc register causing jams,6
Cooling tower fan gearbox intermediate shaft bearing spalling.,bearing_failure,cooling tower fan gearbox intermediate shaft bearing spalling,0
"Bulkhead fitting loose on firewall, hydraulic oil dripping onto exhaust guard.",hydraulic_leak,bulkhead fitting loose on firewall hydraulic oil dripping onto exhaust guard,3
"Exhaust scrubber fan belt-driven bearing failing, loud screeching on startup.",bearing_failure,exhaust scrubber fan belt-driven bearing failing loud screeching on startup,0
"Boiler draft fan damper linkage bushings ovaled, losing positioning accuracy.",wear_and_tear,boiler draft fan damper linkage bushings ovaled losing positioning accuracy,7
Cracked hardline on manifold block of extrusion line hydraulic system.,hydraulic_leak,cracked hardline on manifold block of extrusion line hydraulic system,3
"Compressor intercooler blocked, stage 3 discharge temp redlining.",overheating,compressor intercooler blocked stage 3 discharge temp redlining,4
"Bucket elevator head pulley bearing vibrating excessively, grease leaking past seals.",bearing_failure,bucket elevator head pulley bearing vibrating excessively grease leaking past seals,0
"Loose flange bolts on hydraulic heat exchanger inlet, steady oil drip noted.",hydraulic_leak,loose flange bolts on hydraulic heat exchanger inlet steady oil drip noted,3
O-ring extrusion on the manifold subplate of automated assembly station 7.,hydraulic_leak,o-ring extrusion on the manifold subplate of automated assembly station 7,3
HVAC air handler supply temp sensor calibration drifted +15 degrees.,sensor_malfunction,hvac air handler supply temp sensor calibration drifted 15 degrees,5
"Busted hose assembly on boom lift knuckle, spraying oil under load.",hydraulic_leak,busted hose assembly on boom lift knuckle spraying oil under load,3
"HMI screen on packaging line 4 frozen on the recipe selection menu, touch input unresponsive.",software_control_fault,hmi screen on packaging line 4 frozen on the recipe selection menu touch input unresponsive,6
"Palletizer motor brake dragging, causing severe heat buildup on the drive assembly.",overheating,palletizer motor brake dragging causing severe heat buildup on the drive assembly,4
